1;1;3
1;2;3
1;3;3
1;4;3
1;5;3
1;6;3
1;7;3
1;8;3
1;9;3
1;10;3
1;11;3
1;12;3
1;13;3
1;14;3
1;15;3
1;16;3
1;17;3
1;18;3
1;19;3
1;20;3
1;21;3
1;22;3
1;23;3
1;24;3
1;25;3
1;26;3
1;27;3
1;28;3
1;29;3
1;30;3
1;31;3
1;32;3
1;33;3
1;34;3
1;35;3
1;36;3
1;37;3
1;38;3
1;39;3
1;40;3
2;1;3
2;2;3
2;3;3
2;4;3
2;5;3
2;6;3
2;7;3
2;8;3
2;9;3
2;10;3
3;11;3
3;12;3
3;13;3
3;14;3
3;15;3
4;16;3
4;17;3
4;18;3
4;19;3
4;20;3
7;21;3
7;22;3
7;23;3
7;24;3
7;25;3
7;26;3
7;27;3
7;28;3
7;29;3
7;30;3
7;31;3
7;32;3
7;33;3
7;34;3
7;35;3
13;36;3
13;37;3
13;38;3
13;39;3
13;40;3
13;41;3
13;42;3
13;43;3
13;44;3
13;45;3
13;46;3
13;47;3
13;48;3
13;49;3
13;50;3
